model_set,model,year_id,location_id,abbreviation,state_name,state,region,division,population,pc,pc_lower,pc_upper,fr,fr_upper,fr_lower
toc,Home health,2003,562,RI,Rhode Island,00044,Northeast,New England,1044350.68063945,160.942297016148,160.942297016148,160.942297016148,0.0188942233235249,0.0188942233235249,0.0188942233235249
toc,Hospital,2003,562,RI,Rhode Island,00044,Northeast,New England,1044350.68063945,2939.1757192785,2939.1757192785,2939.1757192785,0.345051881678799,0.345051881678799,0.345051881678799
Payer,Medicaid,2003,562,RI,Rhode Island,00044,Northeast,New England,1044350.68063945,1787.79173273061,1787.79173273061,1787.79173273061,0.209882280049567,0.209882280049567,0.209882280049567
Payer,Medicare,2003,562,RI,Rhode Island,00044,Northeast,New England,1044350.68063945,1451.34384206913,1451.34384206913,1451.34384206913,0.170384138785626,0.170384138785626,0.170384138785626
toc,Skilled nursing,2003,562,RI,Rhode Island,00044,Northeast,New England,1044350.68063945,800.753887613126,800.753887613126,800.753887613126,0.094006504568685,0.094006504568685,0.094006504568685
Payer,OOP,2003,562,RI,Rhode Island,00044,Northeast,New England,1044350.68063945,2502.90842582284,2502.90842582284,2502.90842582284,0.293835192069392,0.293835192069392,0.293835192069392
toc,Other professional,2003,562,RI,Rhode Island,00044,Northeast,New England,1044350.68063945,222.94465734204,222.94465734204,222.94465734204,0.0261731454235713,0.0261731454235713,0.0261731454235713
toc,Other,2003,562,RI,Rhode Island,00044,Northeast,New England,1044350.68063945,1084.38170612519,1084.38170612519,1084.38170612519,0.127303701409323,0.127303701409323,0.127303701409323
toc,Pharmaceuticals,2003,562,RI,Rhode Island,00044,Northeast,New England,1044350.68063945,1332.39114742876,1332.39114742876,1332.39114742876,0.156419389809509,0.156419389809509,0.156419389809509
toc,Physician/clinical services,2003,562,RI,Rhode Island,00044,Northeast,New England,1044350.68063945,1610.74216931734,1610.74216931734,1610.74216931734,0.189097103918228,0.189097103918228,0.189097103918228
Payer,Private,2003,562,RI,Rhode Island,00044,Northeast,New England,1044350.68063945,2776.0249488304,2776.0249488304,2776.0249488304,0.325898389095415,0.325898389095415,0.325898389095415
Aggregate,Aggregate,2004,562,RI,Rhode Island,00044,Northeast,New England,1044287.87698648,8977.25224486139,8977.25224486139,8977.25224486139,,,
toc,Dental,2004,562,RI,Rhode Island,00044,Northeast,New England,1044287.87698648,381.819263457516,381.819263457516,381.819263457516,0.0425318630960905,0.0425318630960905,0.0425318630960905
toc,Home health,2004,562,RI,Rhode Island,00044,Northeast,New England,1044287.87698648,169.697450425562,169.697450425562,169.697450425562,0.0189030502649291,0.0189030502649291,0.0189030502649291
toc,Hospital,2004,562,RI,Rhode Island,00044,Northeast,New England,1044287.87698648,3120.11903168819,3120.11903168819,3120.11903168819,0.347558356007447,0.347558356007447,0.347558356007447
Payer,Medicaid,2004,562,RI,Rhode Island,00044,Northeast,New England,1044287.87698648,2075.2341912355,2075.2341912355,2075.2341912355,0.231165855055857,0.231165855055857,0.231165855055857
Payer,Medicare,2004,562,RI,Rhode Island,00044,Northeast,New England,1044287.87698648,1536.49619487387,1536.49619487387,1536.49619487387,0.171154397020911,0.171154397020911,0.171154397020911
toc,Skilled nursing,2004,562,RI,Rhode Island,00044,Northeast,New England,1044287.87698648,804.777302775774,804.777302775774,804.777302775774,0.0896462838321638,0.0896462838321638,0.0896462838321638
Payer,OOP,2004,562,RI,Rhode Island,00044,Northeast,New England,1044287.87698648,2399.2484515771,2399.2484515771,2399.2484515771,0.267258665138928,0.267258665138928,0.267258665138928
toc,Other professional,2004,562,RI,Rhode Island,00044,Northeast,New England,1044287.87698648,242.97589492751,242.97589492751,242.97589492751,0.0270657310611485,0.0270657310611485,0.0270657310611485
toc,Other,2004,562,RI,Rhode Island,00044,Northeast,New England,1044287.87698648,1168.59835179422,1168.59835179422,1168.59835179422,0.130173277960762,0.130173277960762,0.130173277960762
toc,Pharmaceuticals,2004,562,RI,Rhode Island,00044,Northeast,New England,1044287.87698648,1393.57603228265,1393.57603228265,1393.57603228265,0.155234140054418,0.155234140054418,0.155234140054418
toc,Physician/clinical services,2004,562,RI,Rhode Island,00044,Northeast,New England,1044287.87698648,1695.68891750998,1695.68891750998,1695.68891750998,0.188887297723042,0.188887297723042,0.188887297723042
Payer,Private,2004,562,RI,Rhode Island,00044,Northeast,New England,1044287.87698648,2966.27340717491,2966.27340717491,2966.27340717491,0.330421082784302,0.330421082784302,0.330421082784302
Aggregate,Aggregate,2005,562,RI,Rhode Island,00044,Northeast,New England,1044773.54988658,9352.67382994171,9352.67382994171,9352.67382994171,,,
toc,Dental,2005,562,RI,Rhode Island,00044,Northeast,New England,1044773.54988658,374.306583375469,374.306583375469,374.306583375469,0.0400213447171825,0.0400213447171825,0.0400213447171825
toc,Home health,2005,562,RI,Rhode Island,00044,Northeast,New England,1044773.54988658,195.887111966495,195.887111966495,195.887111966495,0.0209445037353255,0.0209445037353255,0.0209445037353255
toc,Hospital,2005,562,RI,Rhode Island,00044,Northeast,New England,1044773.54988658,3162.89062952271,3162.89062952271,3162.89062952271,0.338180362860192,0.338180362860192,0.338180362860192
Payer,Medicaid,2005,562,RI,Rhode Island,00044,Northeast,New England,1044773.54988658,2058.41160723007,2058.41160723007,2058.41160723007,0.220088035214086,0.220088035214086,0.220088035214086
Payer,Medicare,2005,562,RI,Rhode Island,00044,Northeast,New England,1044773.54988658,1590.59078740505,1590.59078740505,1590.59078740505,0.170068027210884,0.170068027210884,0.170068027210884
toc,Skilled nursing,2005,562,RI,Rhode Island,00044,Northeast,New England,1044773.54988658,825.969860648533,825.969860648533,825.969860648533,0.0883137673425826,0.0883137673425826,0.0883137673425826
Payer,OOP,2005,562,RI,Rhode Island,00044,Northeast,New England,1044773.54988658,2422.68808560049,2422.68808560049,2422.68808560049,0.259036948112579,0.259036948112579,0.259036948112579
toc,Other professional,2005,562,RI,Rhode Island,00044,Northeast,New England,1044773.54988658,249.537722250312,249.537722250312,249.537722250312,0.0266808964781216,0.0266808964781216,0.0266808964781216
toc,Other,2005,562,RI,Rhode Island,00044,Northeast,New England,1044773.54988658,1181.56111485523,1181.56111485523,1181.56111485523,0.126334044823906,0.126334044823906,0.126334044823906
toc,Pharmaceuticals,2005,562,RI,Rhode Island,00044,Northeast,New England,1044773.54988658,1537.15236906193,1537.15236906193,1537.15236906193,0.16435432230523,0.16435432230523,0.16435432230523
toc,Physician/clinical services,2005,562,RI,Rhode Island,00044,Northeast,New England,1044773.54988658,1825.36843826104,1825.36843826104,1825.36843826104,0.19517075773746,0.19517075773746,0.19517075773746
Payer,Private,2005,562,RI,Rhode Island,00044,Northeast,New England,1044773.54988658,3280.98334970611,3280.98334970611,3280.98334970611,0.350806989462452,0.350806989462452,0.350806989462452
Aggregate,Aggregate,2006,562,RI,Rhode Island,00044,Northeast,New England,1045794.48153109,9466.86674482288,9466.86674482288,9466.86674482288,,,
toc,Dental,2006,562,RI,Rhode Island,00044,Northeast,New England,1045794.48153109,387.589221896536,387.589221896536,387.589221896536,0.0409416581371546,0.0409416581371546,0.0409416581371546
toc,Home health,2006,562,RI,Rhode Island,00044,Northeast,New England,1045794.48153109,209.540423087815,209.540423087815,209.540423087815,0.0221340839303992,0.0221340839303992,0.0221340839303992
toc,Hospital,2006,562,RI,Rhode Island,00044,Northeast,New England,1045794.48153109,3281.18500661786,3281.18500661786,3281.18500661786,0.346596724667349,0.346596724667349,0.346596724667349
Payer,Medicaid,2006,562,RI,Rhode Island,00044,Northeast,New England,1045794.48153109,1996.33990984877,1996.33990984877,1996.33990984877,0.210876519513756,0.210876519513756,0.210876519513756
Payer,Medicare,2006,562,RI,Rhode Island,00044,Northeast,New England,1045794.48153109,1831.59341243406,1831.59341243406,1831.59341243406,0.193474088291746,0.193474088291746,0.193474088291746
toc,Skilled nursing,2006,562,RI,Rhode Island,00044,Northeast,New England,1045794.48153109,819.993447574858,819.993447574858,819.993447574858,0.0866171954964176,0.0866171954964176,0.0866171954964176
Payer,OOP,2006,562,RI,Rhode Island,00044,Northeast,New England,1045794.48153109,2485.7339168748,2485.7339168748,2485.7339168748,0.262571976967371,0.262571976967371,0.262571976967371
toc,Other professional,2006,562,RI,Rhode Island,00044,Northeast,New England,1045794.48153109,268.890022690721,268.890022690721,268.890022690721,0.0284032753326509,0.0284032753326509,0.0284032753326509
toc,Other,2006,562,RI,Rhode Island,00044,Northeast,New England,1045794.48153109,1191.83685733184,1191.83685733184,1191.83685733184,0.12589559877175,0.12589559877175,0.12589559877175
toc,Pharmaceuticals,2006,562,RI,Rhode Island,00044,Northeast,New England,1045794.48153109,1465.57174529628,1465.57174529628,1465.57174529628,0.154810644831116,0.154810644831116,0.154810644831116
toc,Physician/clinical services,2006,562,RI,Rhode Island,00044,Northeast,New England,1045794.48153109,1842.26002032697,1842.26002032697,1842.26002032697,0.194600818833163,0.194600818833163,0.194600818833163
Payer,Private,2006,562,RI,Rhode Island,00044,Northeast,New England,1045794.48153109,3153.19950566525,3153.19950566525,3153.19950566525,0.333077415227127,0.333077415227127,0.333077415227127
Aggregate,Aggregate,2007,562,RI,Rhode Island,00044,Northeast,New England,1047429.6204985,9649.68092238512,9649.68092238512,9649.68092238512,,,
toc,Dental,2007,562,RI,Rhode Island,00044,Northeast,New England,1047429.6204985,388.57775526383,388.57775526383,388.57775526383,0.0402684563758389,0.0402684563758389,0.0402684563758389
toc,Home health,2007,562,RI,Rhode Island,00044,Northeast,New England,1047429.6204985,234.324161507583,234.324161507583,234.324161507583,0.0242830994508847,0.0242830994508847,0.0242830994508847
toc,Hospital,2007,562,RI,Rhode Island,00044,Northeast,New England,1047429.6204985,3352.3662704125,3352.3662704125,3352.3662704125,0.347406955460647,0.347406955460647,0.347406955460647
Payer,Medicaid,2007,562,RI,Rhode Island,00044,Northeast,New England,1047429.6204985,1847.2851838973,1847.2851838973,1847.2851838973,0.191434846266472,0.191434846266472,0.191434846266472
Payer,Medicare,2007,562,RI,Rhode Island,00044,Northeast,New England,1047429.6204985,1888.49294771911,1888.49294771911,1888.49294771911,0.195705222059542,0.195705222059542,0.195705222059542
toc,Skilled nursing,2007,562,RI,Rhode Island,00044,Northeast,New England,1047429.6204985,831.32089459474,831.32089459474,831.32089459474,0.086150091519219,0.086150091519219,0.086150091519219
Payer,OOP,2007,562,RI,Rhode Island,00044,Northeast,New England,1047429.6204985,2646.71580204023,2646.71580204023,2646.71580204023,0.274280136652025,0.274280136652025,0.274280136652025
toc,Other professional,2007,562,RI,Rhode Island,00044,Northeast,New England,1047429.6204985,292.022070622515,292.022070622515,292.022070622515,0.0302623550945699,0.0302623550945699,0.0302623550945699
toc,Other,2007,562,RI,Rhode Island,00044,Northeast,New England,1047429.6204985,1262.28895043281,1262.28895043281,1262.28895043281,0.130811470408786,0.130811470408786,0.130811470408786
toc,Pharmaceuticals,2007,562,RI,Rhode Island,00044,Northeast,New England,1047429.6204985,1451.86779466758,1451.86779466758,1451.86779466758,0.15045759609518,0.15045759609518,0.15045759609518
toc,Physician/clinical services,2007,562,RI,Rhode Island,00044,Northeast,New England,1047429.6204985,1836.91302488356,1836.91302488356,1836.91302488356,0.190359975594875,0.190359975594875,0.190359975594875
Payer,Private,2007,562,RI,Rhode Island,00044,Northeast,New England,1047429.6204985,3267.18698872849,3267.18698872849,3267.18698872849,0.338579795021962,0.338579795021962,0.338579795021962
Aggregate,Aggregate,2008,562,RI,Rhode Island,00044,Northeast,New England,1049602.83239942,9793.92468089913,9793.92468089913,9793.92468089913,,,
toc,Dental,2008,562,RI,Rhode Island,00044,Northeast,New England,1049602.83239942,394.147150715523,394.147150715523,394.147150715523,0.0402440455238766,0.0402440455238766,0.0402440455238766
toc,Home health,2008,562,RI,Rhode Island,00044,Northeast,New England,1049602.83239942,239.016347955769,239.016347955769,239.016347955769,0.0244045523876569,0.0244045523876569,0.0244045523876569
toc,Hospital,2008,562,RI,Rhode Island,00044,Northeast,New England,1049602.83239942,3508.25437648539,3508.25437648539,3508.25437648539,0.358207204036137,0.358207204036137,0.358207204036137
Payer,Medicaid,2008,562,RI,Rhode Island,00044,Northeast,New England,1049602.83239942,1967.28840240518,1967.28840240518,1967.28840240518,0.200868238883023,0.200868238883023,0.200868238883023
Payer,Medicare,2008,562,RI,Rhode Island,00044,Northeast,New England,1049602.83239942,1982.22692415242,1982.22692415242,1982.22692415242,0.202393523407252,0.202393523407252,0.202393523407252
toc,Skilled nursing,2008,562,RI,Rhode Island,00044,Northeast,New England,1049602.83239942,815.873110810558,815.873110810558,815.873110810558,0.0833040009386367,0.0833040009386367,0.0833040009386367
Payer,OOP,2008,562,RI,Rhode Island,00044,Northeast,New England,1049602.83239942,2484.39107827103,2484.39107827103,2484.39107827103,0.253666549337089,0.253666549337089,0.253666549337089
toc,Other professional,2008,562,RI,Rhode Island,00044,Northeast,New England,1049602.83239942,303.36690317463,303.36690317463,303.36690317463,0.0309750087997184,0.0309750087997184,0.0309750087997184
toc,Other,2008,562,RI,Rhode Island,00044,Northeast,New England,1049602.83239942,1215.76584681348,1215.76584681348,1215.76584681348,0.124134694356447,0.124134694356447,0.124134694356447
toc,Pharmaceuticals,2008,562,RI,Rhode Island,00044,Northeast,New England,1049602.83239942,1443.29102419445,1443.29102419445,1443.29102419445,0.147365950956236,0.147365950956236,0.147365950956236
toc,Physician/clinical services,2008,562,RI,Rhode Island,00044,Northeast,New England,1049602.83239942,1874.20992074933,1874.20992074933,1874.20992074933,0.191364543001291,0.191364543001291,0.191364543001291
Payer,Private,2008,562,RI,Rhode Island,00044,Northeast,New England,1049602.83239942,3360.01827607054,3360.01827607054,3360.01827607054,0.343071688372641,0.343071688372641,0.343071688372641
Aggregate,Aggregate,2009,562,RI,Rhode Island,00044,Northeast,New England,1052292.24611066,10033.6536308578,10033.6536308578,10033.6536308578,,,
toc,Dental,2009,562,RI,Rhode Island,00044,Northeast,New England,1052292.24611066,396.080207801083,396.080207801083,396.080207801083,0.0394751724917996,0.0394751724917996,0.0394751724917996
toc,Home health,2009,562,RI,Rhode Island,00044,Northeast,New England,1052292.24611066,251.947868572609,251.947868572609,251.947868572609,0.0251102816423482,0.0251102816423482,0.0251102816423482
toc,Hospital,2009,562,RI,Rhode Island,00044,Northeast,New England,1052292.24611066,3669.13269862722,3669.13269862722,3669.13269862722,0.365682615088791,0.365682615088791,0.365682615088791
Payer,Medicaid,2009,562,RI,Rhode Island,00044,Northeast,New England,1052292.24611066,2019.66566356744,2019.66566356744,2019.66566356744,0.201289155264051,0.201289155264051,0.201289155264051
Payer,Medicare,2009,562,RI,Rhode Island,00044,Northeast,New England,1052292.24611066,2074.12855786589,2074.12855786589,2074.12855786589,0.206717177428475,0.206717177428475,0.206717177428475
toc,Skilled nursing,2009,562,RI,Rhode Island,00044,Northeast,New England,1052292.24611066,802.374518382137,802.374518382137,802.374518382137,0.0799683293745052,0.0799683293745052,0.0799683293745052
Payer,OOP,2009,562,RI,Rhode Island,00044,Northeast,New England,1052292.24611066,2609.68035180063,2609.68035180063,2609.68035180063,0.260092728711976,0.260092728711976,0.260092728711976
toc,Other professional,2009,562,RI,Rhode Island,00044,Northeast,New England,1052292.24611066,308.692884016889,308.692884016889,308.692884016889,0.0307657504807148,0.0307657504807148,0.0307657504807148
toc,Other,2009,562,RI,Rhode Island,00044,Northeast,New England,1052292.24611066,1209.80372927207,1209.80372927207,1209.80372927207,0.120574595633978,0.120574595633978,0.120574595633978
toc,Pharmaceuticals,2009,562,RI,Rhode Island,00044,Northeast,New England,1052292.24611066,1481.04490309574,1481.04490309574,1481.04490309574,0.147607736681371,0.147607736681371,0.147607736681371
toc,Physician/clinical services,2009,562,RI,Rhode Island,00044,Northeast,New England,1052292.24611066,1914.57682109004,1914.57682109004,1914.57682109004,0.190815518606492,0.190815518606492,0.190815518606492
Payer,Private,2009,562,RI,Rhode Island,00044,Northeast,New England,1052292.24611066,3330.17905762385,3330.17905762385,3330.17905762385,0.3319009385955,0.3319009385955,0.3319009385955
Aggregate,Aggregate,2010,562,RI,Rhode Island,00044,Northeast,New England,1055587.60743385,10068.5524994472,10068.5524994472,10068.5524994472,,,
toc,Dental,2010,562,RI,Rhode Island,00044,Northeast,New England,1055587.60743385,393.817067291397,393.817067291397,393.817067291397,0.0391135734072022,0.0391135734072022,0.0391135734072022
toc,Home health,2010,562,RI,Rhode Island,00044,Northeast,New England,1055587.60743385,261.05720607985,261.05720607985,261.05720607985,0.0259279778393352,0.0259279778393352,0.0259279778393352
toc,Hospital,2010,562,RI,Rhode Island,00044,Northeast,New England,1055587.60743385,3747.39809924024,3747.39809924024,3747.39809924024,0.37218836565097,0.37218836565097,0.37218836565097
Payer,Medicaid,2010,562,RI,Rhode Island,00044,Northeast,New England,1055587.60743385,2079.30222235425,2079.30222235425,2079.30222235425,0.206514513627298,0.206514513627298,0.206514513627298
Payer,Medicare,2010,562,RI,Rhode Island,00044,Northeast,New England,1055587.60743385,2113.88289236122,2113.88289236122,2113.88289236122,0.209949036117881,0.209949036117881,0.209949036117881
toc,Skilled nursing,2010,562,RI,Rhode Island,00044,Northeast,New England,1055587.60743385,805.484199955777,805.484199955777,805.484199955777,0.0800000000000001,0.0800000000000001,0.0800000000000001
Payer,OOP,2010,562,RI,Rhode Island,00044,Northeast,New England,1055587.60743385,2216.50939689802,2216.50939689802,2216.50939689802,0.220141812541546,0.220141812541546,0.220141812541546
toc,Other professional,2010,562,RI,Rhode Island,00044,Northeast,New England,1055587.60743385,316.838660370417,316.838660370417,316.838660370417,0.0314681440443214,0.0314681440443214,0.0314681440443214
toc,Other,2010,562,RI,Rhode Island,00044,Northeast,New England,1055587.60743385,1208.22629993366,1208.22629993366,1208.22629993366,0.12,0.12,0.12
toc,Pharmaceuticals,2010,562,RI,Rhode Island,00044,Northeast,New England,1055587.60743385,1429.1208589243,1429.1208589243,1429.1208589243,0.141939058171745,0.141939058171745,0.141939058171745
toc,Physician/clinical services,2010,562,RI,Rhode Island,00044,Northeast,New England,1055587.60743385,1906.61010765155,1906.61010765155,1906.61010765155,0.189362880886426,0.189362880886426,0.189362880886426
Payer,Private,2010,562,RI,Rhode Island,00044,Northeast,New England,1055587.60743385,3658.85798783366,3658.85798783366,3658.85798783366,0.363394637713271,0.363394637713271,0.363394637713271
Aggregate,Aggregate,2011,562,RI,Rhode Island,00044,Northeast,New England,1059550.64651548,10043.3075135315,10043.3075135315,10043.3075135315,,,
toc,Dental,2011,562,RI,Rhode Island,00044,Northeast,New England,1059550.64651548,382.478009819657,382.478009819657,382.478009819657,0.0380828735259115,0.0380828735259115,0.0380828735259115
toc,Home health,2011,562,RI,Rhode Island,00044,Northeast,New England,1059550.64651548,261.867046495845,261.867046495845,261.867046495845,0.0260737855674565,0.0260737855674565,0.0260737855674565
toc,Hospital,2011,562,RI,Rhode Island,00044,Northeast,New England,1059550.64651548,3797.61546681734,3797.61546681734,3797.61546681734,0.378123985718923,0.378123985718923,0.378123985718923
Payer,Medicaid,2011,562,RI,Rhode Island,00044,Northeast,New England,1059550.64651548,2061.2522290565,2061.2522290565,2061.2522290565,0.205236395109813,0.205236395109813,0.205236395109813
Payer,Medicare,2011,562,RI,Rhode Island,00044,Northeast,New England,1059550.64651548,2098.19612773227,2098.19612773227,2098.19612773227,0.208914854484475,0.208914854484475,0.208914854484475
toc,Skilled nursing,2011,562,RI,Rhode Island,00044,Northeast,New England,1059550.64651548,806.246259335755,806.246259335755,806.246259335755,0.0802769663529158,0.0802769663529158,0.0802769663529158
Payer,OOP,2011,562,RI,Rhode Island,00044,Northeast,New England,1059550.64651548,2442.64365362099,2442.64365362099,2442.64365362099,0.243211078654117,0.243211078654117,0.243211078654117
toc,Other professional,2011,562,RI,Rhode Island,00044,Northeast,New England,1059550.64651548,325.975576550845,325.975576550845,325.975576550845,0.032456994482311,0.032456994482311,0.032456994482311
toc,Other,2011,562,RI,Rhode Island,00044,Northeast,New England,1059550.64651548,1161.55963777617,1161.55963777617,1161.55963777617,0.115655090338634,0.115655090338634,0.115655090338634
toc,Pharmaceuticals,2011,562,RI,Rhode Island,00044,Northeast,New England,1059550.64651548,1388.6559561066,1388.6559561066,1388.6559561066,0.138266796494645,0.138266796494645,0.138266796494645
toc,Physician/clinical services,2011,562,RI,Rhode Island,00044,Northeast,New England,1059550.64651548,1918.9095606293,1918.9095606293,1918.9095606293,0.191063507519204,0.191063507519204,0.191063507519204
Payer,Private,2011,562,RI,Rhode Island,00044,Northeast,New England,1059550.64651548,3441.21550312174,3441.21550312174,3441.21550312174,0.342637671751596,0.342637671751596,0.342637671751596
Aggregate,Aggregate,2012,562,RI,Rhode Island,00044,Northeast,New England,1064167.26916918,10014.1739894173,10014.1739894173,10014.1739894173,,,
toc,Dental,2012,562,RI,Rhode Island,00044,Northeast,New England,1064167.26916918,371.484991658299,371.484991658299,371.484991658299,0.0370959194488606,0.0370959194488606,0.0370959194488606
toc,Home health,2012,562,RI,Rhode Island,00044,Northeast,New England,1064167.26916918,264.285036922619,264.285036922619,264.285036922619,0.0263910969793323,0.0263910969793323,0.0263910969793323
toc,Hospital,2012,562,RI,Rhode Island,00044,Northeast,New England,1064167.26916918,3795.51522905737,3795.51522905737,3795.51522905737,0.379014308426073,0.379014308426073,0.379014308426073
Payer,Medicaid,2012,562,RI,Rhode Island,00044,Northeast,New England,1064167.26916918,1865.91604381512,1865.91604381512,1865.91604381512,0.186327503974563,0.186327503974563,0.186327503974563
Payer,Medicare,2012,562,RI,Rhode Island,00044,Northeast,New England,1064167.26916918,2106.85059554779,2106.85059554779,2106.85059554779,0.210386857445682,0.210386857445682,0.210386857445682
toc,Skilled nursing,2012,562,RI,Rhode Island,00044,Northeast,New England,1064167.26916918,807.714510434189,807.714510434189,807.714510434189,0.0806571277159513,0.0806571277159513,0.0806571277159513
Payer,OOP,2012,562,RI,Rhode Island,00044,Northeast,New England,1064167.26916918,2618.43849834579,2618.43849834579,2618.43849834579,0.261473237943827,0.261473237943827,0.261473237943827
toc,Other professional,2012,562,RI,Rhode Island,00044,Northeast,New England,1064167.26916918,330.090949730661,330.090949730661,330.090949730661,0.0329623741388448,0.0329623741388448,0.0329623741388448
toc,Other,2012,562,RI,Rhode Island,00044,Northeast,New England,1064167.26916918,1114.4549749749,1114.4549749749,1114.4549749749,0.111287758346582,0.111287758346582,0.111287758346582
toc,Pharmaceuticals,2012,562,RI,Rhode Island,00044,Northeast,New England,1064167.26916918,1379.80139758797,1379.80139758797,1379.80139758797,0.137784843667197,0.137784843667197,0.137784843667197
toc,Physician/clinical services,2012,562,RI,Rhode Island,00044,Northeast,New England,1064167.26916918,1950.8268990513,1950.8268990513,1950.8268990513,0.19480657127716,0.19480657127716,0.19480657127716
Payer,Private,2012,562,RI,Rhode Island,00044,Northeast,New England,1064167.26916918,3422.96885170863,3422.96885170863,3422.96885170863,0.341812400635931,0.341812400635931,0.341812400635931
Aggregate,Aggregate,2013,562,RI,Rhode Island,00044,Northeast,New England,1069312.22787168,9982.91943324256,9982.91943324256,9982.91943324256,,,
toc,Dental,2013,562,RI,Rhode Island,00044,Northeast,New England,1069312.22787168,363.297534584566,363.297534584566,363.297534584566,0.0363919129082426,0.0363919129082426,0.0363919129082426
toc,Home health,2013,562,RI,Rhode Island,00044,Northeast,New England,1069312.22787168,263.934106322121,263.934106322121,263.934106322121,0.026438569206843,0.026438569206843,0.026438569206843
toc,Hospital,2013,562,RI,Rhode Island,00044,Northeast,New England,1069312.22787168,3780.98545252827,3780.98545252827,3780.98545252827,0.37874546397097,0.37874546397097,0.37874546397097
Payer,Medicaid,2013,562,RI,Rhode Island,00044,Northeast,New England,1069312.22787168,1864.94099302334,1864.94099302334,1864.94099302334,0.186813186813187,0.186813186813187,0.186813186813187
Payer,Medicare,2013,562,RI,Rhode Island,00044,Northeast,New England,1069312.22787168,2135.0573077731,2135.0573077731,2135.0573077731,0.213871034625751,0.213871034625751,0.213871034625751
toc,Skilled nursing,2013,562,RI,Rhode Island,00044,Northeast,New England,1069312.22787168,804.222747499168,804.222747499168,804.222747499168,0.0805598755832038,0.0805598755832038,0.0805598755832038
Payer,OOP,2013,562,RI,Rhode Island,00044,Northeast,New England,1069312.22787168,2714.61721681477,2714.61721681477,2714.61721681477,0.271926187020527,0.271926187020527,0.271926187020527
toc,Other professional,2013,562,RI,Rhode Island,00044,Northeast,New England,1069312.22787168,326.03624898615,326.03624898615,326.03624898615,0.0326594090202178,0.0326594090202178,0.0326594090202178
toc,Other,2013,562,RI,Rhode Island,00044,Northeast,New England,1069312.22787168,1136.46921075172,1136.46921075172,1136.46921075172,0.113841368584759,0.113841368584759,0.113841368584759
toc,Pharmaceuticals,2013,562,RI,Rhode Island,00044,Northeast,New England,1069312.22787168,1376.59749571929,1376.59749571929,1376.59749571929,0.137895282529808,0.137895282529808,0.137895282529808
toc,Physician/clinical services,2013,562,RI,Rhode Island,00044,Northeast,New England,1069312.22787168,1931.37663685129,1931.37663685129,1931.37663685129,0.193468118195957,0.193468118195957,0.193468118195957
Payer,Private,2013,562,RI,Rhode Island,00044,Northeast,New England,1069312.22787168,3268.30391563135,3268.30391563135,3268.30391563135,0.327389591540535,0.327389591540535,0.327389591540535
Aggregate,Aggregate,2014,562,RI,Rhode Island,00044,Northeast,New England,1074961.60567935,10174.5324775247,10174.5324775247,10174.5324775247,,,
toc,Dental,2014,562,RI,Rhode Island,00044,Northeast,New England,1074961.60567935,357.674726618047,357.674726618047,357.674726618047,0.0351539225422045,0.0351539225422045,0.0351539225422045
toc,Home health,2014,562,RI,Rhode Island,00044,Northeast,New England,1074961.60567935,268.761235255369,268.761235255369,268.761235255369,0.0264150943396226,0.0264150943396226,0.0264150943396226
toc,Hospital,2014,562,RI,Rhode Island,00044,Northeast,New England,1074961.60567935,3853.59154610519,3853.59154610519,3853.59154610519,0.378748758689176,0.378748758689176,0.378748758689176
Payer,Medicaid,2014,562,RI,Rhode Island,00044,Northeast,New England,1074961.60567935,2284.2436631599,2284.2436631599,2284.2436631599,0.22450600734783,0.22450600734783,0.22450600734783
Payer,Medicare,2014,562,RI,Rhode Island,00044,Northeast,New England,1074961.60567935,2197.35956097866,2197.35956097866,2197.35956097866,0.215966636878164,0.215966636878164,0.215966636878164
toc,Skilled nursing,2014,562,RI,Rhode Island,00044,Northeast,New England,1074961.60567935,791.127997011106,791.127997011106,791.127997011106,0.0777557100297914,0.0777557100297914,0.0777557100297914
Payer,OOP,2014,562,RI,Rhode Island,00044,Northeast,New England,1074961.60567935,2640.87259420607,2640.87259420607,2640.87259420607,0.259557144275641,0.259557144275641,0.259557144275641
toc,Other professional,2014,562,RI,Rhode Island,00044,Northeast,New England,1074961.60567935,331.404831442711,331.404831442711,331.404831442711,0.0325719960278053,0.0325719960278053,0.0325719960278053
toc,Other,2014,562,RI,Rhode Island,00044,Northeast,New England,1074961.60567935,1092.22141094381,1092.22141094381,1092.22141094381,0.107348560079444,0.107348560079444,0.107348560079444
toc,Pharmaceuticals,2014,562,RI,Rhode Island,00044,Northeast,New England,1074961.60567935,1503.44630849621,1503.44630849621,1503.44630849621,0.147765640516386,0.147765640516386,0.147765640516386
toc,Physician/clinical services,2014,562,RI,Rhode Island,00044,Northeast,New England,1074961.60567935,1976.30442165227,1976.30442165227,1976.30442165227,0.194240317775571,0.194240317775571,0.194240317775571
Payer,Private,2014,562,RI,Rhode Island,00044,Northeast,New England,1074961.60567935,3052.05665918003,3052.05665918003,3052.05665918003,0.299970211498361,0.299970211498361,0.299970211498361
Aggregate,Aggregate,2015,562,RI,Rhode Island,00044,Northeast,New England,1080980.26570971,10689.1428985538,10200.1608985538,11178.1248985538,,,
toc,Dental,2015,562,RI,Rhode Island,00044,Northeast,New England,1080980.26570971,371.317891104306,341.552129674364,403.084495904113,0.0347380354259014,0.0377825833929918,0.0319774721126658
